sku,name,unit,current_stock,reorder_threshold,supplier_name,lead_time_days,category,notes,unit_price
BB-24292,Masala - Chicken Biryani,unit,224.0,47.0,Masala King,7,"Foodgrains, Oil & Masala","Iodised Salt, Spices & Condiments (4.8%), Dry Coconuts, Coriander Powder, Cumin Powder, Red Chilli Powder, Green Cardamom Powder And Turmeric Powder.",55.0
BB-24293,Choco Deck - Milk Chocolate,unit,568.0,172.0,SweetSource Regional,7,Snacks & Branded Foods,"Enjoy a 3 layered magical treat as you discover a layer of soft choco crème between the 2 layers of milk chocolate. Experience an explosion of chocolate in your mouth as you first taste the sweetness from the milk chocolate followed by the richness from the choco crème. A bar of Fabelle Choco Deck – Milk Chocolate is perfect to satisfy your sweet tooth. Embark on a journey of chocolaty gooeyness as you take a bite of this premium milk chocolate bar. Experience pure indulgence as you lose yourself in this magical chocolaty bliss. 
Inspired by layered desserts, Fabelle Choco Deck – Milk Chocolate has been handcrafted by the Master Chocolatiers from the House of ITC in India. Relax & unwind with a dessert-like experience in a chocolate bar. Make the moment even more special as you share this milk chocolate bar with your loved one.",66.5
BB-24294,Tongue Cleaner - Copper 004,unit,3969.0,708.0,SoftTouch Hygiene,7,Beauty & Hygiene,"Specially designed for tongue cleaning, Lexus tongue cleaner is very effective, comfortable & easy to use and lasts for years. Regularly cleaning tongue is considered good for health, what better to use than the Lexus tongue cleaner that is perfectly meant for the activity.",99.0
BB-24295,Clear Complexion Brightening Body Lotion,unit,2011.0,342.0,SoftTouch Hygiene,7,Beauty & Hygiene,Enriched with a blend of White Lily and Licorice known to soften skin and brighten and enhance the complexion. With Hydra-Nutri Balance that locks natural moisture and provides essential hydration. Contains natural UV protector Best used post-bath or after exposure to the sun.,217.0
BB-24314,Neem Plus Ras,unit,1929.0,320.0,MedLife Wholesale,7,Beauty & Hygiene,The Meghdoot's Neem Plus Ras is an ayurvedic remedy which helps in maintaining healthy body and skin. Neem has antiseptic and antibacterial properties. It is effective in healing skin ailments such as acne and pimples. This ras helps to purify your blood and keeps your body and skin healthy. It is made using an ayurvedic formulation that it is safe to use.,215.0
BB-24319,Shaving Foam Lemon,unit,959.0,169.0,Personal Care Plus,7,Beauty & Hygiene,VI-John Shaving Foams Micro-Foam turns your daily shave into a luxurious experience. It creates a velvety lather that not only makes the razor glide like a dream on your skin but also softens your future beard growth. Enriched with anti-bacterial tea tree oil that nourishes and protects the skin. It soothes the skin from any skin irritation and removes blemishes for a healthy-looking and supple feeling skin.,160.0
BB-24340,Veg Sticks,unit,98.0,25.0,SavoryBites Supply,7,Snacks & Branded Foods,"Big Fa Crispyy Veg Stick stuffed with garden-fresh greens mixed with chef secret spice blend and a hint of garlic, coated with a crunchy coating, Mouthwatering enough? Dive into the total snack feels and make evening fun-filled with Crispy Veg Stick.",112.5
BB-24343,Chicken Seekh Kabab Nawabi,unit,954.0,353.0,FreshCatch Meats,7,"Eggs, Meat & Fish","Prepared in the traditional style, the kebabs are made with the finest hand-picked spices. enjoy these delicious kababs at the convenience of your home. Perfect as a starter, relish these mouth-watering delight with your loved ones. Fresho is our in-house brand of fresh meat, poultry, and seafood. We take utmost care in selecting the best suppliers to provide you with high quality and succulent products. Every product is stored in our cold storage right until your doorstep ensuring freshness and utmost hygiene.",254.0
BB-24357,Green Coffee,unit,545.0,170.0,Exotic Ingredients Co.,7,Gourmet & World Food,"Colombian Brew green coffee is made with pure green coffee. Dip one coffee stick in one cup of water and taste the earthy mineral sweet taste of green coffee. Colombian Brew is inspired by Francisco Romero, a priest in mid-16th century Colombia that started its coffee revolution. Colombian Brew Coffee is sourced from best Coffee Bean Plantations in the world.",99.0
BB-2437,Brass Ghanti/Bell - No.2,unit,377.0,85.0,HygieneFirst Supplies,7,Cleaning & Household,"A perfect gift for all occasions, be it your mother, sister, in-laws, boss or your friends, this beautiful designer piece wherever placed, is sure to beautify the surroundings with its traditional design. This type of ghanti/bell has been used for Diwali and other Hindu festivals for centuries. Sturdy and easy to carry, it is designed to stay balanced and to ensure safety. It is handcrafted brass.",175.0
BB-24397,Signature Blend Drip Coffee - 100% Arabica,unit,380.0,112.0,Chef's Basket Supplies,7,Gourmet & World Food,"Easy To Brew Specialty Coffee - Just pour hot water. Do you like having coffee at any time of the day? Is coffee your companion while you do something you’re passionate about? Are your conversations enriched by that hot cup of coffee? Our Signature Blend is curated with premium Arabica beans from a single estate located in the hills of Baba Budangiri. The delightful medium roast ensures that you savour every inherent flavour of the coffee with every sip. You will feel as if you are teleported to a garden of coffee, each bud beckoning you with the relaxing aroma of fresh coffee! Our signature blend is your best confidant for your day. Best consumed black.",349.0
BB-24408,Organic - Rice Basmati,unit,159.0,34.0,Masala King,7,"Foodgrains, Oil & Masala","Pure & Sure is a range of Certified Organic Foods Products from Phalada Agro, It is a natural step to extend our know-how and expertise of Organic food, to provide the consumer a healthy and delectable experience of Pure organic food, The 'ethos' of the brand lies in the name itself which urges you to, ""Take a step towards a more healthy living"",Unlike many others, Pure & Sure is a healthy result of a seamless effortof Phalada Agro which is involved throughout the supply chain, right from the development of Organic Agri-inputs to a nourishing finalproduct which reaches your kitchen, By choosing to go the organic way, here's how Pure & Sure contributes to your health No more chemical concoctions entering your body An authentic taste at all meals, A surge of vitamins, minerals, enzymes and other micro-nutrients adding to your health Preventing you from perilous Ingredients which may cause fatal diseases like cancer, respiratory problems and other major diseases, All of Phalada products are sourced directly from farmers and processed under hygienic condition in a GMP Certified Processing Facility with more than 10 years of experience in Organic Agriculture, Phalada works with more than 1000 certified farmers across India.",210.0
BB-24420,Hair Fall Defense Conditioner,unit,333.0,64.0,PureSkin Essentials,7,Beauty & Hygiene,"Does your hair get frizzy and unmanageable? Are you left wishing for a remedy to fix your frizzy tassels? Do you want to know the secret to fixing frizzy hair? Try New Dove Intense Repair Conditioner. Control frizz with a nourishing conditioner that’s formulated to nourish and help with frizz prevention. Formulated with Keratin Actives, Dove Intense Repair Conditioner helps to nourish dry and frizzy hair with two-way care. It controls external signs of dryness in the form of frizz while nourishing strands to help them look their best. This conditioner for frizzy, damaged hair Leaves hair visibly smooth and more manageable – giving you smoother hair* that you will be proud of. Use it after your shampoo on damp hair for best results. This nourishing conditioner works immediately to smoothen the hair surface, deeply nourishing to moisturize hair strands for healthier looking and smoother hair use Dove repair conditioner. With every use, you’ll be left with shiny and beautiful hair. Buy New Dove Intense Repair conditioner and treat your hair to a look that will be the cause of envy among all your friends. Dove Conditioners, for 100% care. *Based on lab test with Dove Intense Repair system vs non-conditioning shampoo",144.24
BB-24434,Lemon Green Tea - Unbleached & Staple-Free Teabags,unit,906.0,276.0,Chef's Basket Supplies,7,Gourmet & World Food,"Our tea bags are unbleached (no chlorine bleaching). Our tea bags are staple-free with natural flavourings double-chambered 100 teabags,",400.0
BB-24436,Organic Coriander Whole/Dhania Whole/Coriander Seeds/Kottambari Beeja,bar,166.0,310.0,Spices of India,1,"Foodgrains, Oil & Masala","Earthon's Coriander (Dhania) is Best quality, organically grown, no preservative, no artificial colour and free from harmful chemicals or pesticides. It is a high grade. 100% pure and natural.",58.0
BB-24438,Organic Pitta Tea Masala Spice Blend,unit,1557.0,456.0,FineFoods Distributors,7,Gourmet & World Food,"Earthon's Pitta Tea is a natural delicious blend of organic spices & rose petals which soothes mind, body & emotions. This herbal concoction is prepared to pacify Pitta dosha._x000D_
Pitta contains the properties of the fire. Thus, Pitta regulates all metabolic processes in the body as well as it’s  temperature and our hormonal balance. Hunger, thirst, and even intelligence are associated with Pitta._x000D_
Best quality, made from finest organically grown spices, no preservative, no artificial colour and free from harmful chemicals or pesticides.",156.0
BB-2445,Aloe Cucumber Gel,unit,1613.0,269.0,DermaCare Solutions,7,Beauty & Hygiene,Green Leaf Aloe Cucumber Gel with naturally active Cucumber and Aloe Vera is known to be wonderful in soothing puffy and tired eyes. Cucumber is known to have skin lightening properties. Cucumber and Aloe Vera has a cooling effect on the skin. Aloe Vera is known to rejuvenate the skin and cucumber soothes minor skin break-outs. A blend of these two has a cooling and refreshing effect on the skin. Especially beneficial for oily skin. An Ayurvedic product with no known side-effects.,108.0
BB-24450,Honey & Almonds - Ultimate Nourishing Body Milk Lotion,unit,2364.0,387.0,SoftTouch Hygiene,7,Beauty & Hygiene,"Is your skin feeling rough? Say hello to Joy Honey & Almonds Ultimate Nourishing Body Lotion. The Joy body lotion is a moisturiser which is effective for extremely dry skin, providing deep nourishment and moisturisation. This nourishing body milk moisturises the skin for long hours leaving it feeling soft and supple. This extremely nourishing body lotion has a rich, creamy texture that intensely hydrates skin while absorbing quickly without the greasy after-feel. The Joy skincare product also reduces fine lines and wrinkles. It helps improve firmness and elasticity of the skin, skin glows with health and vitality. Disclaimer: All pictures shown here are for illustrative purposes only. The colour in the image may vary slightly with the actual colour of the product. Ultimate nourishing lotion enriched with the goodness of Almond Oil, Honey & Vitamin E. This body lotion features a combination of shea butter, sweet almond oil and co-enzyme Q10 – the three indulging ingredients renowned for their skin-nourishing qualities. Honey moisturises the skin making it smooth, firm and youthful. Almond oil protects the skin from dryness and wrinkles. Joy Body lotion relieves dry skin by moisturising the skin intensely to provide smooth, soft and supple skin. It absorbs into the skin quickly, making it firm and healthy without leaving it greasy and oily. This body lotion is effective for extremely dry skin. Joy Skin Products are formulated with natural ingredients which provide effective results and long-lasting skin benefits.",198.75
